PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
40-00200,47,1,6,0,1,0,N,1,2,90.7,5391,6,7,29500,5,138,N,2,2,2,2,87,89
06-08507,31,2,6,0,6,0,N,1,1,3305.1,8070,12,9,132000,9,501,N,2,2,2,2,54,52
38-00100,22,1,6,0,1,0,N,1,2,73,180,0,7,17500,3,116,N,2,2,2,2,18,18
38-00100,17,1,6,0,6,1,4,1,1,73,180,0,4,5800,1,501,N,2,2,2,2,166,159
30-00600,36,1,6,4,1,4,12,1,2,16.3,8680,14,7,13800,3,362,N,2,2,2,2,34,35
51-01301,37,1,1,0,1,0,2,1,2,11162.8,7770,10,12,96000,8,501,N,2,2,2,2,90,94
24-01004,36,1,1,2,1,0,2,1,2,4187.9,9170,15,9,55000,6,501,N,2,2,2,2,64,64
51-51255,28,1,1,0,2,0,2,1,2,11224.3,6970,9,7,80000,8,501,N,2,2,2,2,670,640
17-03529,48,1,1,0,1,0,5,1,1,15097.5,7870,11,11,50000,6,501,N,2,2,2,2,137,91
06-08507,64,2,1,0,6,0,2,1,1,3305.1,N,N,10,14600,3,391,N,2,2,2,2,46,46
36-04010,1,1,N,4,1,1,3,1,2,50441.6,N,N,N,N,N,501,N,N,N,2,2,68,75
38-00100,58,1,1,0,1,0,2,1,1,73,2690,4,5,44900,6,254,N,2,2,2,1,210,217
51-51255,61,1,1,0,1,0,2,1,1,11224.3,7390,10,10,166030,9,501,N,2,2,2,2,35,44
06-08507,27,1,1,0,1,0,2,1,2,3305.1,6695,8,9,135000,9,501,N,2,2,2,2,111,112
36-04010,55,2,6,0,2,0,N,1,1,50441.6,N,N,5,13100,3,89,N,2,2,1,2,59,58
08-00803,49,1,1,0,1,0,2,1,1,3393.2,7970,12,11,315000,9,501,N,2,2,2,2,62,62
51-01301,64,2,1,0,1,0,2,1,1,11162.8,7270,10,12,182000,9,501,N,2,2,2,2,85,94
06-07502,20,2,6,0,1,0,N,1,2,33632.6,5280,6,5,30000,4,157,N,2,2,2,2,41,40
30-00600,60,2,1,0,1,0,2,1,1,16.3,7580,10,5,210,1,312,N,2,1,2,2,633,582
51-51255,65,1,1,0,1,0,2,1,1,11224.3,7460,10,12,120000,8,501,N,2,2,2,2,56,55
38-00100,63,1,6,0,1,0,N,1,1,73,N,N,7,18000,3,136,N,2,2,2,2,34,38
32-00405,70,2,6,0,1,0,N,1,2,7990.5,N,N,4,12200,2,99,N,2,2,2,2,90,92
38-00100,72,1,6,0,1,0,N,1,2,73,N,N,6,12400,3,225,N,1,1,2,2,161,159
38-00100,32,1,1,0,1,2,4,1,1,73,490,1,9,110000,9,501,N,2,2,2,2,59,52
26-02702,42,1,1,0,1,2,4,1,1,4817.2,7290,10,10,145000,9,501,N,2,2,2,2,71,75
08-00803,7,2,N,0,1,2,4,1,1,3393.2,N,N,2,N,N,501,N,2,2,2,2,82,89
24-01004,86,1,4,0,1,0,N,1,2,4187.9,N,N,7,14800,2,112,N,2,2,2,1,200,200
24-01004,17,2,6,0,1,1,3,1,1,4187.9,N,N,4,0,0,501,N,2,2,2,2,120,96
24-01004,25,1,6,0,1,0,5,1,1,4187.9,9170,15,9,24000,4,501,N,2,2,2,2,97,55
36-03710,65,1,1,0,2,0,2,1,2,52864.7,N,N,8,38000,6,287,N,2,2,2,2,208,207
40-00200,50,1,1,0,9,1,3,1,1,90.7,8680,14,7,16000,4,226,N,2,2,2,2,66,65
30-00600,56,1,6,0,1,1,2,1,1,16.3,180,0,5,375000,9,501,N,2,2,2,2,20,16
51-51255,49,1,1,0,1,0,2,1,1,11224.3,9690,17,10,145000,9,501,N,2,2,2,2,90,88
38-00100,8,1,N,0,1,3,5,1,1,73,N,N,3,N,N,334,N,2,2,2,2,17,26
24-01004,7,2,N,0,1,2,3,1,1,4187.9,N,N,1,N,N,501,N,2,2,2,2,96,72
13-04600,71,2,4,0,2,0,4,1,1,3670.4,N,N,5,16800,3,306,N,2,2,2,2,82,61
29-01901,54,1,6,0,2,0,4,1,2,5434.8,8170,12,5,23400,3,134,N,2,1,2,2,71,49
51-01301,34,2,6,0,1,0,N,1,2,11162.8,7270,10,10,80000,7,501,N,2,2,2,2,53,55
06-07502,30,1,1,0,6,2,4,1,2,33632.6,9090,15,11,132000,9,501,N,2,2,2,2,88,89
40-00200,41,1,1,0,1,3,5,1,1,90.7,7770,10,6,116000,9,312,N,2,2,2,2,73,73
24-01004,71,1,1,0,1,0,2,1,1,4187.9,770,3,9,49900,5,501,N,2,2,2,2,75,77
06-07502,36,1,1,0,1,0,4,1,2,33632.6,6190,7,8,18000,4,435,N,2,2,2,2,74,74
01-01301,18,1,6,0,1,N,N,3,0,2731.2,N,N,6,0,0,0,N,2,2,2,2,10,0
38-00100,0,2,N,0,1,3,5,1,1,73,N,N,N,N,N,352,N,N,N,2,2,39,64
29-01901,28,2,6,2,1,N,N,3,0,5434.8,7870,11,9,61000,8,N,N,2,2,2,2,14,0
06-08507,82,1,6,0,1,0,N,1,1,3305.1,N,N,12,80100,8,501,N,2,2,2,2,93,95
06-08507,83,1,6,0,6,0,N,1,2,3305.1,N,N,11,6500,1,87,N,2,2,2,2,87,87
30-00600,66,1,6,0,1,0,N,1,2,16.3,N,N,5,11900,2,98,N,2,2,2,2,181,184
08-00803,35,2,1,0,1,1,3,1,2,3393.2,7860,11,10,3000,1,19,N,2,2,2,2,138,107
51-51255,18,2,6,0,6,2,4,1,1,11224.3,8680,14,4,5000,1,267,N,2,2,2,2,245,209
30-00600,28,1,1,0,1,2,4,1,1,16.3,490,1,5,80000,8,501,N,2,2,2,2,17,15
40-00200,43,2,4,0,1,1,3,1,1,90.7,7860,11,9,31000,5,234,N,2,2,2,2,100,99
51-01301,27,2,6,2,8,0,N,1,2,11162.8,7270,10,8,195000,9,501,N,2,2,2,2,276,285
24-01004,13,2,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,21,21
24-01004,32,2,1,0,1,0,2,1,1,4187.9,5275,6,12,110000,8,501,N,2,2,2,2,52,31
06-07502,15,2,6,0,1,3,5,1,1,33632.6,N,N,4,10000,2,319,N,2,2,2,2,108,102
36-04010,49,2,6,0,2,0,N,1,1,50441.6,8170,12,9,89000,8,501,N,2,2,2,2,80,81
36-04010,26,1,6,0,2,0,3,1,2,50441.6,7790,10,6,20000,4,152,N,2,2,2,2,121,154
36-03710,32,1,1,0,2,2,4,1,2,52864.7,N,N,4,2500,1,18,N,2,1,2,2,86,88
32-00405,62,1,3,0,1,0,2,1,2,7990.5,7860,11,9,49800,6,344,N,2,2,2,2,121,119
17-03529,25,2,1,0,1,0,2,1,2,15097.5,7890,11,10,2100,1,348,N,2,2,2,2,55,54
06-08507,44,2,1,0,1,2,5,1,2,3305.1,7870,11,10,40000,6,235,N,2,2,2,2,49,56
40-00200,18,1,6,0,3,0,4,1,1,90.7,N,N,4,0,0,89,N,2,2,2,2,214,214
06-08507,34,1,6,0,6,1,3,1,2,3305.1,N,N,4,0,0,439,N,2,2,2,2,62,51
17-03531,49,1,6,0,2,0,N,1,1,11171.6,7460,10,10,206000,9,501,N,2,2,2,2,82,81
24-01004,83,2,1,0,1,0,3,1,1,4187.9,N,N,12,116000,8,501,N,2,2,2,2,12,15
06-07502,22,2,6,0,1,0,N,1,2,33632.6,7380,10,9,40010,6,305,N,2,2,2,2,82,81
30-00600,55,2,3,0,2,0,N,1,2,16.3,9480,16,4,40800,6,463,N,2,2,2,2,138,136
30-00600,60,1,1,0,1,0,2,1,1,16.3,180,0,5,68000,8,501,N,2,2,2,2,16,16
32-00405,13,2,N,1,1,3,4,1,2,7990.5,N,N,3,N,N,135,N,2,2,2,2,59,69
19-01700,21,2,6,0,6,0,N,1,2,3572.3,8660,14,7,600,1,0,N,2,2,2,2,94,86
36-04010,60,2,1,0,2,0,2,1,2,50441.6,N,N,7,0,0,501,N,2,2,2,2,233,229
24-01004,30,1,6,0,1,0,N,1,2,4187.9,7870,11,9,52000,6,294,N,2,2,2,2,102,102
28-01100,42,2,1,0,2,2,6,1,1,2674.3,9480,16,7,2500,6,231,N,2,2,2,2,128,74
24-01004,43,2,6,0,1,0,N,1,2,4187.9,8191,12,9,63000,6,445,N,2,2,2,2,110,109
38-00100,52,1,1,0,1,0,3,1,1,73,N,N,8,14000,2,105,N,2,2,2,2,17,17
17-03531,20,2,6,0,2,0,8,1,1,11171.6,N,N,5,0,0,486,N,2,2,2,2,136,102
38-00100,62,1,1,0,1,0,2,1,1,73,9680,17,10,141000,9,501,N,2,2,2,2,202,204
38-00100,76,1,1,0,1,0,2,1,1,73,N,N,9,12000,3,157,N,2,2,2,2,34,31
30-00600,64,2,1,0,1,0,2,1,1,16.3,380,1,5,30000,5,342,N,2,2,2,2,43,43
36-04010,63,1,2,0,2,0,3,1,2,50441.6,N,N,3,7700,2,157,N,2,2,2,2,71,72
06-08507,28,2,6,0,1,0,N,1,1,3305.1,7380,10,9,40000,6,305,N,2,2,2,2,144,119
36-04010,38,1,1,0,2,1,7,1,1,50441.6,N,N,3,1000,1,501,N,2,2,2,2,76,148
36-04010,29,2,1,0,2,2,4,1,2,50441.6,8470,13,7,24000,4,291,N,2,2,2,2,143,92
32-00405,73,1,1,0,2,0,2,1,1,7990.5,N,N,7,6400,1,209,3,2,1,2,2,31,29
30-00600,16,2,6,0,1,3,6,1,1,16.3,N,N,3,0,0,501,N,2,2,2,2,52,25
08-00803,90,2,3,0,1,0,N,1,1,3393.2,N,N,7,10000,2,82,N,2,2,2,2,99,99
40-00200,34,2,1,0,1,2,4,1,1,90.7,9370,16,5,30000,6,227,N,2,2,2,2,52,49
29-01901,71,1,3,0,1,0,N,1,1,5434.8,7870,11,11,48400,7,340,N,2,1,2,2,49,49
17-03531,94,2,3,0,2,0,2,1,1,11171.6,N,N,9,89000,8,501,N,2,2,2,2,62,55
06-08507,40,2,1,0,6,3,5,1,1,3305.1,670,2,9,80000,7,501,N,2,2,2,2,68,69
08-00803,78,2,3,0,1,0,N,1,1,3393.2,N,N,12,96500,8,501,N,2,1,2,2,370,346
06-08507,31,2,1,0,1,0,2,1,2,3305.1,7370,10,9,60000,7,501,N,2,2,2,2,104,40
26-02702,36,1,6,0,1,0,N,1,2,4817.2,6470,8,9,28000,4,153,N,2,2,2,2,97,97
01-01301,80,1,4,0,2,0,N,1,1,2731.2,N,N,7,15800,4,158,N,1,2,1,1,59,57
38-00100,52,2,4,0,1,0,N,1,1,73,6991,9,8,95000,9,501,N,2,2,2,2,45,47
01-01301,28,1,6,0,1,N,N,3,0,2731.2,N,N,5,0,0,0,N,1,2,2,2,5,0
01-01301,16,1,6,0,2,3,5,1,1,2731.2,N,N,4,0,0,266,N,2,2,2,2,104,65
28-01100,63,1,1,0,1,0,3,1,1,2674.3,8590,14,9,20000,4,501,5,2,2,2,2,24,42
17-03529,16,2,6,0,2,1,2,1,2,15097.5,N,N,4,0,0,0,N,2,2,2,2,280,240
06-07502,57,1,1,0,1,0,2,1,1,33632.6,6672,8,12,203000,9,501,N,2,2,2,2,82,81
24-01004,67,2,6,0,1,0,N,1,1,4187.9,N,N,9,120000,8,501,N,2,2,2,2,86,79
32-00405,33,2,6,0,1,0,3,1,2,7990.5,8370,13,5,22000,4,501,N,2,2,2,2,79,54
51-01301,65,1,1,0,1,0,2,1,1,11162.8,7380,10,9,275000,9,501,N,2,2,2,2,84,85
51-01301,57,1,1,0,6,1,3,1,1,11162.8,8680,14,4,40000,5,501,N,2,2,2,2,88,76
28-01100,2,2,N,0,3,0,9,1,1,2674.3,N,N,N,N,N,180,N,N,N,2,2,154,75
08-00803,19,1,6,0,1,1,4,1,1,3393.2,8680,14,4,6500,1,244,N,2,2,2,2,54,56
26-02702,94,1,5,0,1,N,N,2,0,4817.2,N,N,5,22300,4,N,N,1,1,2,2,88,0
36-03710,34,1,1,1,8,2,4,1,2,52864.7,6880,9,1,70000,7,501,N,2,2,2,2,166,163
26-02702,34,1,6,0,6,0,N,1,2,4817.2,7490,10,10,42000,6,305,N,2,2,2,2,73,72
19-01700,48,1,1,1,8,1,3,1,2,3572.3,770,3,5,65700,8,132,N,2,2,2,2,180,186
30-00600,27,2,1,0,1,2,4,1,1,16.3,7580,10,5,4150,2,391,N,2,2,2,2,66,0
36-03710,0,1,N,0,2,4,5,1,2,52864.7,N,N,N,N,N,0,N,N,N,2,2,316,243
17-03531,10,1,N,0,2,1,6,1,1,11171.6,N,N,3,N,N,393,N,2,2,2,2,179,143
06-07502,40,2,1,0,6,1,3,1,1,33632.6,5280,6,9,130000,9,501,N,2,2,2,2,108,97
24-01004,71,2,6,0,1,0,N,1,2,4187.9,7460,10,12,70000,7,501,N,2,2,2,2,56,56
36-03710,77,2,6,2,2,0,N,1,2,52864.7,8170,12,6,16800,3,69,N,2,2,2,2,147,141
51-01301,53,1,6,0,2,0,N,1,1,11162.8,7790,10,9,190000,9,501,N,2,2,2,2,90,91
06-07502,26,1,6,0,1,0,N,1,2,33632.6,6991,9,9,156000,9,501,N,2,2,2,2,84,85
30-00600,37,1,6,4,8,2,4,1,2,16.3,770,3,3,13000,2,97,N,2,2,2,2,206,129
01-01301,31,1,2,0,2,1,3,1,2,2731.2,1870,4,8,40000,6,303,N,2,2,2,2,46,46
32-00405,54,1,1,0,6,2,5,1,1,7990.5,770,3,7,16000,3,154,N,2,2,2,2,23,25
51-51255,33,2,6,0,2,0,2,1,2,11224.3,8470,13,9,36200,5,299,N,2,2,2,2,141,143
40-00200,51,2,4,0,1,0,2,1,1,90.7,5790,6,5,15700,3,272,N,2,2,2,2,47,44
17-03529,46,1,6,0,2,0,N,1,2,15097.5,6180,7,8,72000,8,501,N,2,2,2,2,136,136
38-00100,38,1,1,0,1,4,6,1,1,73,7980,12,11,402000,9,387,N,2,2,2,2,23,22
30-00600,70,2,1,0,1,0,2,1,1,16.3,N,N,5,21200,4,501,N,2,2,2,2,105,91
32-00405,41,2,1,1,1,4,6,1,1,7990.5,N,N,4,0,0,257,N,2,2,2,2,74,93
30-00600,64,1,2,0,1,0,N,1,1,16.3,770,3,4,56000,7,427,N,2,2,2,2,49,52
17-03531,70,2,4,0,2,0,3,1,1,11171.6,N,N,10,45000,6,501,N,2,2,2,2,49,52
17-03529,42,2,6,0,2,0,N,1,1,15097.5,7990,12,12,41800,6,454,N,2,2,2,2,71,67
26-02702,16,1,6,0,6,0,2,1,2,4817.2,N,N,4,0,0,501,N,2,2,2,2,66,72
29-01901,29,2,6,0,1,0,N,1,2,5434.8,3390,4,10,11200,3,160,N,2,2,2,2,110,111
08-00803,55,1,6,0,1,0,N,1,1,3393.2,7270,10,9,98000,8,501,N,2,2,2,1,56,128
30-00600,55,2,1,0,1,0,2,1,1,16.3,N,N,8,30000,5,315,N,2,2,2,2,43,47
30-00600,46,2,4,0,1,0,2,1,1,16.3,5391,6,7,12000,2,196,N,2,2,2,2,42,35
38-00100,76,1,1,0,1,0,2,1,1,73,N,N,7,9500,2,184,N,2,2,2,2,10,12
26-02702,51,2,4,0,1,0,N,1,1,4817.2,8590,14,7,28200,4,232,N,2,2,2,2,203,206
30-00600,49,2,1,0,1,1,3,1,1,16.3,5391,6,7,10000,2,501,N,2,2,2,2,50,56
28-01100,46,1,1,0,2,0,3,1,1,2674.3,9490,16,12,13300,8,271,N,2,2,2,1,74,73
06-08507,48,1,1,0,9,2,4,1,2,3305.1,7380,10,10,118000,8,355,N,2,2,2,2,53,49
40-00200,2,2,N,0,2,3,5,1,1,90.7,N,N,N,N,N,365,N,N,N,2,2,135,64
38-00100,48,2,5,0,1,0,N,1,2,73,N,N,8,4200,1,23,N,2,2,2,2,56,56
32-00405,40,2,1,1,8,2,7,1,1,7990.5,8680,14,4,30000,6,186,N,2,2,2,2,94,103
01-01301,57,2,1,0,2,0,5,1,1,2731.2,N,N,9,0,0,0,N,2,2,2,2,152,153
26-02702,65,2,1,0,2,0,2,1,1,4817.2,N,N,9,19800,4,501,N,2,2,2,2,49,49
17-03529,37,1,6,1,8,0,N,1,2,15097.5,6991,9,7,73000,8,501,N,2,2,2,2,111,111
24-01004,55,1,1,0,1,2,4,1,1,4187.9,7580,10,9,102000,8,501,N,2,2,2,2,32,33
32-00405,22,2,6,0,3,0,4,1,2,7990.5,6380,7,5,35000,5,307,N,2,2,2,2,52,44
24-01004,15,1,6,0,1,1,4,1,1,4187.9,N,N,3,1000,1,501,N,2,2,2,2,48,47
38-00100,82,1,3,0,1,0,N,1,2,73,N,N,7,8800,2,71,N,2,1,2,2,47,47
30-00600,6,2,N,4,8,3,4,1,2,16.3,N,N,1,N,N,164,N,2,2,2,2,20,32
13-04600,33,1,1,0,2,2,4,1,2,3670.4,9470,16,4,40000,6,351,N,2,2,2,2,50,49
36-04010,41,1,1,0,2,2,7,1,2,50441.6,N,N,7,0,0,229,N,1,1,2,2,111,95
01-01301,47,2,1,0,2,2,5,1,1,2731.2,8170,12,5,0,0,500,N,2,2,2,2,341,341
13-04600,68,2,1,0,2,0,2,1,1,3670.4,9160,15,10,44000,7,501,N,2,2,2,2,28,29
26-02702,19,2,6,0,1,N,N,3,0,4817.2,4795,6,8,35800,6,N,N,2,2,2,2,11,0
51-01301,69,2,1,0,1,0,2,1,1,11162.8,N,N,10,176000,9,501,N,2,2,2,2,69,69
28-01100,43,2,1,0,1,0,3,1,2,2674.3,2890,4,9,14200,8,364,N,2,2,2,2,45,35
32-00405,69,1,4,4,8,0,N,1,2,7990.5,N,N,5,1500,1,11,N,2,2,2,2,67,67
36-03710,41,1,6,2,1,0,5,1,2,52864.7,7860,11,7,13000,3,99,N,1,2,2,2,53,55
28-01100,14,1,N,0,2,2,5,1,2,2674.3,N,N,3,N,N,501,N,2,2,2,2,273,319
17-03529,21,1,6,0,2,0,N,1,2,15097.5,8690,14,5,12000,3,90,N,2,2,2,2,645,677
51-51255,46,2,6,0,1,1,4,1,2,11224.3,8680,14,5,5000,1,94,N,2,2,2,2,160,159
24-01004,59,2,5,1,1,0,2,1,2,4187.9,8470,13,5,68000,7,501,N,2,2,2,2,59,58
08-00803,21,1,6,0,1,N,N,3,0,3393.2,3490,4,7,3700,1,N,N,2,2,2,2,107,0
28-01100,65,1,1,0,2,0,2,1,1,2674.3,N,N,8,56900,7,452,N,2,2,2,2,27,28
06-07502,33,1,6,0,6,0,N,1,2,33632.6,7390,10,7,70000,7,501,N,2,2,2,2,134,132
19-01700,52,2,2,0,1,N,N,2,0,3572.3,170,0,7,15000,3,N,N,2,2,2,2,164,0
51-01301,66,2,1,0,1,0,2,1,1,11162.8,N,N,9,9600,2,501,N,2,2,2,2,90,79
17-03529,41,2,6,0,2,0,N,1,2,15097.5,7870,11,5,31000,5,236,N,2,2,2,2,76,76
30-00600,19,1,6,0,1,N,N,3,0,16.3,9680,17,7,9000,2,N,N,2,2,2,2,104,0
26-02702,36,1,4,0,1,0,N,1,2,4817.2,7870,11,12,74000,8,501,N,2,2,2,2,87,110
51-01301,46,2,1,0,1,1,3,1,1,11162.8,7380,10,9,80000,8,501,N,2,2,2,2,138,118
24-01004,87,2,3,0,6,0,2,1,2,4187.9,N,N,4,16500,3,501,N,1,2,2,2,154,116
51-51255,40,1,1,0,1,0,2,1,2,11224.3,7390,10,9,129000,9,501,N,2,2,2,2,40,40
36-03710,38,2,6,0,2,3,4,1,2,52864.7,7490,10,6,500,1,5,N,2,2,2,2,165,136
19-01700,59,1,6,0,1,0,N,1,2,3572.3,N,N,7,13000,2,99,N,2,1,2,2,87,89
32-00405,13,2,N,1,1,3,6,1,2,7990.5,N,N,3,N,N,149,N,2,2,2,2,43,40
26-02702,41,2,1,0,1,2,4,1,1,4817.2,7870,11,9,62000,8,466,N,2,2,2,2,93,109
38-00100,3,2,N,0,3,1,3,1,2,73,N,N,1,N,N,127,N,N,N,2,2,35,46
08-00803,29,1,1,4,8,0,4,1,2,3393.2,8562,14,10,26500,4,274,N,2,2,2,2,71,73
38-00100,14,1,N,0,3,3,5,1,1,73,N,N,3,N,N,501,N,2,2,2,2,79,90
36-03710,31,1,6,2,8,0,3,1,2,52864.7,N,N,7,0,0,122,N,2,2,2,2,424,425
29-01901,55,2,4,0,2,0,4,1,1,5434.8,8170,12,5,35000,5,235,N,2,2,2,1,66,65
36-04010,22,2,5,0,2,0,5,1,1,50441.6,9290,15,8,0,0,270,N,2,2,2,2,21,19
36-03710,62,2,1,0,1,0,2,1,2,52864.7,7490,10,1,0,0,0,N,2,2,2,2,64,64
51-51255,64,1,1,0,1,0,2,1,1,11224.3,N,N,7,77620,7,501,5,2,2,2,2,45,49
06-07502,31,2,6,0,1,0,N,1,2,33632.6,7280,10,9,86800,8,501,N,2,2,2,2,120,121
51-51255,28,1,6,0,1,0,N,1,2,11224.3,7380,10,9,90000,8,501,N,2,2,2,2,102,100
19-01700,13,1,N,1,1,0,N,1,2,3572.3,N,N,6,N,N,37,N,1,1,1,1,102,47
24-01004,65,2,1,0,1,0,2,1,1,4187.9,7860,11,9,16500,3,501,N,2,2,2,2,104,106
36-04010,42,2,6,0,2,0,4,1,2,50441.6,8270,12,8,55000,7,501,N,2,2,2,2,86,89
38-00100,25,1,6,0,1,1,4,1,1,73,5593,6,8,30000,5,227,N,2,2,2,2,39,49
24-01004,30,2,1,0,1,1,3,1,1,4187.9,7860,11,11,67000,7,501,N,2,2,2,2,68,52
36-04010,31,2,6,0,2,1,2,1,2,50441.6,N,N,8,1500,1,12,N,2,2,2,2,118,118
01-01301,42,1,1,4,1,4,5,1,2,2731.2,7590,10,9,40900,6,168,N,2,2,2,2,649,654
19-01700,50,2,6,0,1,3,4,1,1,3572.3,8470,13,5,40000,5,136,N,2,2,2,2,525,493
08-00803,95,2,3,0,1,N,N,2,0,3393.2,N,N,9,4800,1,N,N,1,2,2,1,84,0
36-03710,69,1,1,0,2,0,2,1,1,52864.7,N,N,5,37000,5,501,N,2,2,2,2,93,93
51-01301,50,1,2,0,1,0,2,1,1,11162.8,7390,10,9,46000,6,348,N,2,2,2,2,104,102
38-00100,21,2,6,0,1,0,3,1,1,73,7980,12,5,600,1,501,N,2,2,2,2,114,153
19-01700,4,1,N,0,1,2,4,1,1,3572.3,N,N,2,N,N,459,N,N,N,2,2,94,122
30-00600,57,2,1,0,1,0,2,1,1,16.3,7860,11,9,61000,7,445,N,2,2,1,2,87,69
51-51255,49,2,1,0,1,0,2,1,1,11224.3,8191,12,10,516000,9,501,N,2,2,2,2,56,56
32-00405,9,2,N,2,2,3,4,1,2,7990.5,N,N,3,N,N,77,N,2,2,2,2,273,300
24-01004,50,2,1,0,1,0,4,1,1,4187.9,7860,11,10,90000,8,501,N,2,2,2,2,59,56
51-01301,61,1,1,0,1,0,2,1,1,11162.8,7270,10,11,81000,7,501,N,2,2,2,2,52,54
26-02702,26,2,6,0,1,0,N,1,2,4817.2,5275,6,9,20000,3,152,N,2,2,2,2,97,83
24-01004,18,1,6,0,1,0,3,1,1,4187.9,7770,10,4,1700,1,501,N,2,2,2,2,110,56
13-04600,19,2,6,0,2,N,N,3,0,3670.4,N,N,7,0,0,N,N,2,2,2,2,84,0
19-01700,49,1,2,0,1,0,N,1,1,3572.3,770,3,7,113000,9,501,2,2,2,2,2,192,188
36-03710,43,2,4,1,8,N,N,2,0,52864.7,N,N,7,2000,1,N,N,2,2,2,2,71,0
06-08507,31,1,6,0,6,N,N,3,0,3305.1,5690,6,7,1500,1,49,N,2,2,2,2,161,0
19-01700,34,2,2,2,1,5,8,1,2,3572.3,7690,10,4,17000,3,182,N,2,2,2,2,209,205
29-01901,63,1,4,0,1,0,N,1,1,5434.8,N,N,3,21000,4,217,N,2,2,2,2,88,89
19-01700,65,2,1,0,1,0,2,1,1,3572.3,N,N,4,15000,3,243,N,1,2,2,2,66,83
36-04010,73,2,1,0,2,0,2,1,1,50441.6,8191,12,8,23000,4,370,N,2,2,2,2,57,57
30-00600,45,2,1,0,1,2,5,1,1,16.3,8270,12,9,80000,9,501,N,2,2,2,2,35,32
06-07502,22,1,6,0,6,0,N,1,2,33632.6,7270,10,10,105000,8,501,N,2,2,2,2,164,160
51-01301,52,1,1,0,1,3,6,1,1,11162.8,7280,10,10,98000,8,501,N,2,2,2,2,105,109
24-01004,42,2,1,0,6,3,5,1,1,4187.9,9590,16,10,157000,9,501,N,2,2,2,2,126,170
17-03529,72,1,1,0,6,0,2,1,1,15097.5,7890,11,9,91000,8,501,N,2,2,2,2,94,96
51-01301,26,2,6,0,9,0,2,1,2,11162.8,6870,9,9,25800,4,194,N,2,2,2,2,53,52
24-01004,47,2,1,0,1,3,5,1,1,4187.9,7970,12,11,250000,9,501,N,2,2,2,2,54,56
19-01700,29,2,6,0,1,0,N,1,2,3572.3,7870,11,10,2300,1,15,N,2,2,2,2,81,74
17-03529,20,2,6,0,1,N,N,3,0,15097.5,5080,6,7,0,0,N,N,2,2,2,2,33,0
40-00200,52,2,1,0,3,0,3,1,1,90.7,5790,6,9,52600,7,459,N,2,2,2,2,133,134
28-01100,56,2,1,0,1,0,3,1,1,2674.3,5170,6,9,16500,4,371,N,2,2,2,2,48,48
51-51255,48,1,1,0,1,1,3,1,1,11224.3,5080,6,10,186000,9,501,N,2,2,2,2,59,58
17-03529,74,1,1,0,6,0,3,1,2,15097.5,N,N,3,18000,3,127,N,2,1,2,2,39,38
01-01301,45,2,6,0,2,0,3,1,1,2731.2,9170,15,8,60000,8,501,N,2,2,2,2,48,40
13-04600,13,2,N,0,2,1,2,1,1,3670.4,N,N,3,N,N,126,N,1,2,2,2,175,122
08-00803,24,1,6,0,1,0,N,1,2,3393.2,7290,10,7,4800,1,36,N,2,2,2,2,418,415
08-00803,23,1,6,0,6,0,3,1,1,3393.2,N,N,7,0,0,501,N,2,2,2,2,56,32
38-00100,20,1,6,0,3,N,N,3,0,73,7690,10,7,5700,1,N,N,2,2,2,2,135,0
36-04010,83,2,3,0,2,0,N,1,2,50441.6,N,N,7,37100,5,260,N,1,2,2,1,45,46
24-01004,78,2,3,0,1,0,N,1,1,4187.9,N,N,10,161300,9,501,N,2,2,2,2,39,38
30-00600,60,2,4,0,1,0,N,1,1,16.3,N,N,7,119000,9,501,N,2,2,2,2,8,12
32-00405,74,2,3,0,1,0,2,1,1,7990.5,9090,15,7,0,0,0,N,2,1,2,2,45,47
38-00100,33,1,1,0,1,1,3,1,1,73,490,1,5,94000,9,501,N,2,2,2,2,47,43
30-00600,76,2,1,0,1,0,2,1,1,16.3,7890,11,7,35000,6,407,N,2,2,2,2,29,91
26-02702,33,2,1,0,6,3,6,1,1,4817.2,8191,12,12,70000,8,501,N,2,2,2,2,107,87
19-01700,89,2,4,0,1,0,2,1,1,3572.3,N,N,5,43500,6,246,N,1,1,2,2,100,90
38-00100,53,1,6,0,1,0,N,1,1,73,170,0,5,1500,1,12,N,2,2,2,2,35,35
13-04600,51,2,6,0,2,0,4,1,1,3670.4,8680,14,7,11400,3,140,N,2,2,2,2,116,96
38-00100,50,2,1,0,1,0,2,1,2,73,490,1,8,12300,2,501,N,2,2,2,1,57,55
06-08507,15,2,6,0,6,0,3,1,1,3305.1,N,N,4,0,0,501,N,2,2,2,2,78,78
51-01301,10,1,N,4,1,2,4,1,1,11162.8,N,N,3,N,N,162,N,2,2,2,2,375,514
30-00600,24,1,6,0,6,0,N,1,2,16.3,8680,14,5,7300,2,69,N,2,2,2,2,113,99
30-00600,45,2,4,0,3,0,N,1,1,16.3,8380,13,4,32100,5,22,N,2,2,2,2,21,21
06-08507,5,1,N,0,6,2,4,1,1,3305.1,N,N,2,N,N,501,N,2,2,2,2,97,146
